Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%),Ticker,Market Cap,Exchange,US Exchange
Grupo Simec,Agile SCM,300.0,4.0,12.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,38660996,999000,70,539500,65,58,SIM,4076730112.0,ASE,True
Jiangsu Shagang Group,Demand-Driven SCM,100.0,4.0,10.0,94.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,89473855,1000000,60,540000,50,59,,351225472.0,,False
Steel Authority of India Limited (SAIL),Agile SCM,300.0,6.0,11.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,82.0,11.0,10.0,High,88.0,85.0,4833178,1001000,61,540500,51,60,,351225472.0,,False
Mechel,Lean Manufacturing,300.0,4.5,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,81.0,11.0,10.0,High,88.0,85.0,40308783,1002000,62,541000,52,40,MCC.BR,18524726.0,BRU,False
Tata Steel India,Agile SCM,10000.0,6.5,10.0,90.0,90.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,54717185,1003000,63,541500,53,41,,351225472.0,,False
Guangdong Shaogang Group,Lean Manufacturing,20000.0,6.0,22.0,89.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,62989021,1004000,64,542000,54,42,,351225472.0,,False
Shaanxi Steel,Agile SCM,500.0,4.2,18.0,90.0,91.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,35562620,1005000,65,542500,55,43,,351225472.0,,False
Panzhihua Iron and Steel,Lean Manufacturing,200.0,4.5,18.0,88.0,88.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,19511513,1006000,66,543000,56,44,,351225472.0,,False
Capital Steel Group (Shougang),Vendor Managed Inventory,100.0,10.0,18.0,87.0,91.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,78725275,1007000,67,543500,57,45,,351225472.0,,False
"Jiuquan Iron and Steel (Group) Co., Ltd.",Efficient Consumer Response,150.0,6.2,10.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,80.0,10.0,8.0,High,90.0,85.0,21114004,1008000,68,544000,58,46,ZIM,1864689792.0,NYQ,True
CITIC Pacific Special Steel Group,Sustainable SCM,250.0,4.2,14.0,90.0,90.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,9.0,12.0,Medium,85.0,85.0,77729133,1009000,69,544500,59,47,000708.SZ,62988550144.0,SHZ,False
Valbruna Stainless Steel,Lean Manufacturing,400.0,5.0,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,85.0,12.0,7.0,High,90.0,85.0,41869823,1010000,70,545000,60,48,,351225472.0,,False
Carpenter Technology Corporation,Agile SCM,200.0,6.0,15.0,91.0,91.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,90075654,1011000,60,545500,61,49,CRS,9054682112.0,NYQ,True
Erdemir Group,Lean Manufacturing,20000.0,5.0,4.0,95.0,87.0,"AI, ERP, Blockchain",,High,1.0,98.0,88.0,High,Advanced,High,$300B,82.0,12.0,5.0,High,90.0,85.0,71450612,1012000,61,546000,62,50,,351225472.0,,False
Esfahan Steel Company,Agile SCM,500.0,5.2,15.0,95.0,93.0,"ERP, AI, Blockchain",,High,10.0,95.0,80.0,High,Advanced,Medium,$1000B,81.0,8.0,12.0,Medium,88.0,85.0,40869793,1013000,62,546500,63,51,,351225472.0,,False
Wuhan Iron & Steel Group Corporation,Demand-Driven SCM,200.0,4.2,12.0,89.0,85.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,82.0,10.0,10.0,Medium,85.0,80.0,23020886,1014000,63,547000,64,52,,351225472.0,,False
Essar Group,Lean Manufacturing,300.0,4.2,8.0,94.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,81.0,12.0,7.0,High,90.0,85.0,32797856,1015000,64,547500,65,53,,351225472.0,,False
Jindal Stainless,Agile SCM,100.0,5.8,11.0,90.0,89.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,57805564,1016000,65,548000,50,54,JSL.NS,477592289280.0,NSI,False
Gerdau S.A.,Vendor Managed Inventory,250.0,4.0,9.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,85.0,10.0,7.0,High,90.0,85.0,73658411,1017000,66,548500,51,55,GGB,6022237184.0,NYQ,True
Companhia Siderúrgica do Pecém (CSP),Vendor Managed Inventory,20000.0,10.0,5.0,93.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,85.0,11.0,5.0,High,90.0,85.0,108631098,1018000,67,549000,52,56,,351225472.0,,False
Guangxi Liuzhou Iron and Steel Group,Agile SCM,150.0,4.0,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,29469069,1019000,68,549500,53,57,,351225472.0,,False
Zenith Iron & Steel Group,Agile SCM,1300000.0,6.0,10.0,92.0,88.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,36635194,1020000,69,550000,54,58,,351225472.0,,False
Hebei Iron & Steel Group,Sustainable SCM,200.0,5.2,8.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,80.0,12.0,7.0,High,90.0,85.0,63362117,1021000,70,550500,55,59,,351225472.0,,False
TimkenSteel Corporation,Vendor Managed Inventory,200.0,6.0,20.0,89.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,80.0,9.0,12.0,Medium,85.0,80.0,84607828,1022000,60,551000,56,60,,351225472.0,,False
Long Products Canada,Just-In-Time,500.0,50.0,7.0,98.0,90.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,90197407,1023000,61,551500,57,40,,351225472.0,,False
Qingdao Iron and Steel Group,Vendor Managed Inventory,150.0,6.2,18.0,87.0,91.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,37856187,1024000,62,552000,58,41,,351225472.0,,False
Jiangyin Xingcheng Special Steel,Lean Manufacturing,250.0,4.2,9.0,93.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,82.0,11.0,8.0,High,91.0,85.0,106726200,1025000,63,552500,59,42,,351225472.0,,False
Ternium,Lean Manufacturing,300.0,10.0,15.0,91.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,81.0,10.0,10.0,Medium,85.0,80.0,101370986,1026000,64,553000,60,43,TX,6105178624.0,NYQ,True
"Shanxi Taigang Stainless Steel Co., Ltd.",Lean Manufacturing,100000.0,5.2,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,62250666,1027000,65,553500,61,44,000825.SZ,20202461184.0,SHZ,False
Walsin Lihwa Corporation,Vendor Managed Inventory,200.0,3.5,10.0,90.0,88.0,"ERP, AI, Blockchain",,High,5.0,96.0,85.0,High,Advanced,Medium,$350B,85.0,11.0,8.0,High,87.0,85.0,49895283,1028000,66,554000,62,45,1605.TW,99573858304.0,TAI,False
"TISCO (Taiyuan Iron and Steel Co., Ltd.)",Agile SCM,10000.0,8.2,12.0,88.0,89.0,"AI, ERP, Blockchain",,Medium,4.0,97.0,80.0,Medium,Advanced,Medium,$400B,85.0,8.0,15.0,Medium,80.0,78.0,95856758,1029000,67,554500,63,46,ZIM,1864689792.0,NYQ,True
"Anyang Iron & Steel Group Co., Ltd.",Vendor Managed Inventory,1000000.0,5.2,12.0,89.0,92.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,80705120,1030000,68,555000,64,47,ZIM,1864689792.0,NYQ,True
"Lingyuan Iron and Steel Co., Ltd.",Agile SCM,200.0,7.0,12.0,90.0,88.0,"ERP, AI, Blockchain",,High,4.0,97.0,85.0,High,Advanced,Medium,$700B,85.0,9.0,8.0,High,88.0,85.0,67157849,1031000,69,555500,65,48,ZIM,1864689792.0,NYQ,True
"Gansu Jiu Steel Group Hongxing Iron & Steel Co., Ltd.",Agile SCM,300.0,5.5,14.0,90.0,89.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,9.0,12.0,Medium,85.0,85.0,14881729,1032000,70,556000,50,49,ZIM,1864689792.0,NYQ,True
"Shandong Iron and Steel Group Co., Ltd.",Lean Manufacturing,150.0,6.0,10.0,92.0,92.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,80.0,11.0,8.0,High,88.0,85.0,38727469,1033000,60,556500,51,50,ZIM,1864689792.0,NYQ,True
"Inner Mongolia Baotou Steel Union Co., Ltd.",Lean Manufacturing,100.0,6.0,10.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,2382358,1034000,61,557000,52,51,ZIM,1864689792.0,NYQ,True
Hebei Jingye Group,Agile SCM,100.0,10.0,14.0,88.0,85.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$500B,85.0,10.0,10.0,Medium,85.0,80.0,13479855,1035000,62,557500,53,52,,351225472.0,,False
Xinxing Ductile Iron Pipes,Lean Manufacturing,300.0,8.3,8.0,94.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,85.0,High,Advanced,Medium,$800B,82.0,10.0,5.0,High,90.0,85.0,79688896,1036000,63,558000,54,53,000778.SZ,13950393344.0,SHZ,False
Shagang Group,Vendor Managed Inventory,400.0,6.0,11.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,81.0,11.0,10.0,High,88.0,85.0,13470138,1037000,64,558500,55,54,,351225472.0,,False
HBIS Handan Iron & Steel Group,Lean Manufacturing,400.0,5.0,10.0,90.0,90.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,98750924,1038000,65,559000,56,55,,351225472.0,,False
"Beitai Iron & Steel Group Co., Ltd.",Demand-Driven SCM,300.0,7.5,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$600B,85.0,10.0,8.0,High,88.0,85.0,101065987,1039000,66,559500,57,56,ZIM,1864689792.0,NYQ,True
Xiwang Special Steel,Lean Manufacturing,150.0,6.0,10.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,94766207,1040000,67,560000,58,57,,351225472.0,,False
Benxi Iron and Steel Group,Sustainable SCM,500.0,6.0,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,52453339,1041000,68,560500,59,58,,351225472.0,,False
Zenith Iron & Steel Group,Lean Manufacturing,1200.0,4.0,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,16953832,1042000,69,561000,60,59,,351225472.0,,False
Hangzhou Iron and Steel Group Company,Vendor Managed Inventory,359.0,4.2,2.0,98.0,85.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",80.0,20.0,5.0,High,90.0,85.0,83845478,1043000,70,561500,61,60,,351225472.0,,False
Gerdau Long Steel North America,Lean Manufacturing,459.0,4.5,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,80.0,11.0,10.0,High,88.0,85.0,91355425,1044000,60,562000,62,40,,351225472.0,,False
"Steel Dynamics, Inc.",Vendor Managed Inventory,876.0,5.0,18.0,87.0,94.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,62754885,1045000,61,562500,63,41,STLD,18582730752.0,NMS,True
NLMK Indiana,Agile SCM,655.0,4.5,12.0,89.0,91.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,87655396,1046000,62,563000,64,42,,351225472.0,,False
AK Steel,Lean Manufacturing,4444.0,4.0,18.0,88.0,89.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,82.0,10.0,12.0,Medium,85.0,80.0,10274622,1047000,63,563500,65,43,,351225472.0,,False
Commercial Metals Company,Agile SCM,433.0,5.0,11.0,91.0,87.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,81.0,11.0,10.0,High,88.0,85.0,19433355,1048000,64,564000,50,44,CMC,5218386432.0,NYQ,True
Sidenor,Sustainable SCM,12000.0,5.8,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,60221199,1049000,65,564500,51,45,,351225472.0,,False
Ovako,Lean Manufacturing,300.0,5.5,10.0,90.0,89.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,77273676,1050000,66,565000,52,46,,351225472.0,,False
ArcelorMittal Dofasco,Agile SCM,200.0,10.5,10.0,92.0,88.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,8.0,High,88.0,85.0,92924888,1051000,67,565500,53,47,,351225472.0,,False
Nippon Steel Corporation,Lean Manufacturing,20000.0,5.8,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,26191540,1052000,68,566000,54,48,NPSCY,23203440640.0,PNK,False
Hyundai Steel Company,Vendor Managed Inventory,500.0,7.0,20.0,88.0,89.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,23151418,1053000,69,566500,55,49,004020.KS,3275495309312.0,KSC,False
POSCO (Pohang Iron and Steel Company),Agile SCM,100.0,5.2,18.0,90.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,80.0,11.0,10.0,Medium,85.0,85.0,81752860,1054000,70,567000,56,50,,351225472.0,,False
Jiangsu Yonggang Group,Sustainable SCM,200.0,6.0,7.0,98.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,80.0,12.0,3.0,High,95.0,90.0,108068149,1055000,60,567500,57,51,,351225472.0,,False
"JFE Holdings, Inc.",Vendor Managed Inventory,20000.0,7.2,10.0,93.0,93.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,51628165,1056000,61,568000,58,52,JFR.F,7843264000.0,FRA,False
"Nanjing Iron & Steel United Co., Ltd.",Just-In-Time,400.0,6.0,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,1286644,1057000,62,568500,59,53,ZIM,1864689792.0,NYQ,True
"Guangdong Shaogang Songshan Co., Ltd.",Lean Manufacturing,1500.0,5.5,22.0,89.0,90.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,82.0,9.0,15.0,Medium,85.0,80.0,78815703,1058000,63,569000,60,54,ZIM,1864689792.0,NYQ,True
China Steel Corporation,Agile SCM,200.0,7.0,10.0,94.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,81.0,12.0,7.0,High,90.0,85.0,57351080,1059000,64,569500,61,55,2002.TW,352265699328.0,TAI,False
Tata Steel BSL,Demand-Driven SCM,500.0,4.5,15.0,91.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,82.0,10.0,10.0,Medium,85.0,80.0,16887295,1060000,65,570000,62,56,,351225472.0,,False
HBIS Group Tangshan Iron and Steel Company,Agile SCM,300.0,10.0,11.0,90.0,94.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,81.0,9.0,10.0,High,87.0,80.0,33266320,1061000,66,570500,63,57,,351225472.0,,False
Chongqing Iron & Steel Company,Agile SCM,500.0,5.0,20.0,88.0,91.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,75524263,1062000,67,571000,64,58,601005.SS,11530661888.0,SHH,False
Taiyuan Iron & Steel (Group) Co. Ltd.,Agile SCM,250.0,6.0,12.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,109180296,1063000,68,571500,65,59,,351225472.0,,False
Benxi Beiying Iron & Steel (Group) Co. Ltd.,Cross-Docking,300.0,5.0,12.0,89.0,93.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,12831596,1064000,69,572000,50,60,,351225472.0,,False
Ansteel Group Corporation,Agile SCM,250.0,4.2,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,45388539,1065000,70,572500,51,40,,351225472.0,,False
Maanshan Iron & Steel Company Limited,Lean Manufacturing,10000.0,6.5,7.0,98.0,93.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,44653149,1066000,60,573000,52,41,600808.SS,22345822208.0,SHH,False
Tianjin Iron and Steel Group,Just-In-Time,100.0,7.5,18.0,88.0,92.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,56882283,1067000,61,573500,53,42,,351225472.0,,False
Sanming Iron & Steel,Agile SCM,75000.0,5.8,12.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,80.0,11.0,10.0,High,88.0,85.0,26735831,1068000,62,574000,54,43,,351225472.0,,False
"Xining Special Steel Co., Ltd.",Demand-Driven SCM,70000.0,5.0,11.0,90.0,91.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,97278999,1069000,63,574500,55,44,ZIM,1864689792.0,NYQ,True
Angang Steel Company Limited,Vendor Managed Inventory,100.0,5.5,14.0,90.0,90.0,"ERP, JIT, Robotics",,High,5.0,98.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,10.0,Medium,85.0,80.0,20281690,1070000,64,575000,56,45,ANGGF,2824805888.0,PNK,False
"Baosteel Resources Co., Ltd.",Vendor Managed Inventory,200.0,6.5,7.0,99.0,90.0,"AI, ERP, Blockchain",,High,2.0,98.0,92.0,High,Advanced,Low,$1200B,82.0,15.0,3.0,High,95.0,90.0,44362903,1071000,65,575500,57,46,ZIM,1864689792.0,NYQ,True
Ruukki,Vendor Managed Inventory,500.0,6.0,10.0,93.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,81.0,10.0,8.0,High,90.0,85.0,48458274,1072000,66,576000,58,47,,351225472.0,,False
"Baoji Titanium Industry Co., Ltd.",Lean Manufacturing,300.0,5.0,12.0,91.0,94.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,13217649,1073000,67,576500,59,48,600456.SS,16148895744.0,SHH,False
"Shandong Iron & Steel Xinheng Special Steel Co., Ltd.",Lean Manufacturing,300.0,5.8,7.0,98.0,90.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,9405635,1074000,68,577000,60,49,ZIM,1864689792.0,NYQ,True
Ezz Steel,Lean Manufacturing,500.0,4.0,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,54434671,1075000,69,577500,61,50,EGS3C251C013.CA,73744744448.0,CAI,False
G Steel Public Company Limited,Lean Manufacturing,400.0,4.5,9.0,92.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,85.0,12.0,8.0,High,88.0,85.0,12195227,1076000,70,578000,62,51,,351225472.0,,False
PT Krakatau Steel,Agile SCM,150.0,5.5,2.0,98.0,91.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,41311635,1077000,60,578500,63,52,KRAS.JK,2302221484032.0,JKT,False
Union Iron & Steel Company LLC,Lean Manufacturing,100.0,5.8,15.0,91.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,10.0,12.0,Medium,85.0,85.0,30349565,1078000,61,579000,64,53,,351225472.0,,False
Kuwait Steel,Agile SCM,200.0,5.2,8.0,94.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,80.0,12.0,7.0,High,90.0,85.0,996162,1079000,62,579500,65,54,,351225472.0,,False
Qasco (Qatar Steel),Lean Manufacturing,150.0,4.2,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,36396425,1080000,63,580000,50,55,,351225472.0,,False
Emirates Steel Industries (ESI),Cross-Docking,20000.0,8.2,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,92992905,1081000,64,580500,51,56,,351225472.0,,False
Al Ghurair Iron & Steel LLC,Agile SCM,100.0,4.2,9.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,82.0,11.0,8.0,High,91.0,85.0,8234680,1082000,65,581000,52,57,,351225472.0,,False
Dragon Steel Corporation,Lean Manufacturing,1300000.0,5.0,7.0,98.0,87.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,81.0,12.0,3.0,High,95.0,90.0,95481109,1083000,66,581500,53,58,,351225472.0,,False
NatSteel Holdings Pte Ltd,Agile SCM,200.0,5.8,2.0,98.0,88.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,85.0,12.0,5.0,High,90.0,85.0,92649394,1084000,67,582000,54,59,,351225472.0,,False
"Acerinox, S.A.",Sustainable SCM,300.0,4.0,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,99294097,1085000,68,582500,55,60,ACXE.XC,2834979840.0,CXE,False
Aperam South America,Agile SCM,100.0,4.0,15.0,91.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,37327244,1086000,69,583000,56,40,,351225472.0,,False
Laminados Industriales S.A.,Lean Manufacturing,400.0,6.0,3.0,97.0,92.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",85.0,18.0,5.0,High,90.0,88.0,105035390,1087000,70,583500,57,41,,351225472.0,,False
Tenaris,Agile SCM,150.0,4.5,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,71572283,1088000,60,584000,58,42,TS,21146060800.0,NYQ,True
Sidenor Aceros Especiales,Demand-Driven SCM,150.0,6.5,10.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,80.0,12.0,7.0,High,90.0,85.0,108936138,1089000,61,584500,59,43,,,,False
Sandvik Materials Technology,Agile SCM,100.0,6.0,11.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,80.0,11.0,10.0,High,88.0,85.0,93410763,1090000,62,585000,60,44,,,,False
Carpenter Technology Corporation,Lean Manufacturing,300.0,4.2,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,72586912,1091000,63,585500,61,45,CRS,,NYQ,True
"Universal Stainless & Alloy Products, Inc.",Agile SCM,150.0,4.5,10.0,90.0,88.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,93691766,1092000,64,586000,62,46,CRWV,,NMS,True
Thyssenkrupp VDM GmbH,Lean Manufacturing,500.0,10.0,22.0,89.0,91.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,82.0,9.0,15.0,Medium,85.0,80.0,76893498,1093000,65,586500,63,47,,,,False
Thyssenkrupp Stainless USA,Agile SCM,400.0,6.2,18.0,90.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,81.0,11.0,10.0,Medium,85.0,85.0,54710376,1094000,66,587000,64,48,,,,False
